Using Scylla optimized driver!!!
Configuration
Nodes:				18.133.174.82,13.134.144.48,3.9.75.51
Datacenter:			AWS_EU_WEST_2
Mode:				write
Workload:			uniform
Timeout (default):		PT10S
Timeout (read):			PT10S
Timeout (write):		PT5S
Timeout (CAS):			PT2S
Consistency level:		quorum
Partition count:		10000
Clustering rows:		50
Clustering row size:		fixed:4
Rows per request:		40
Page size:			1000
Concurrency:			1200
Connections:			16
Maximum rate:			unlimited
Client compression:		true
Max error/row:			unlimited
Max errors total:		unlimited
Retries (number):		10
Retries (interval):		80ms,1s
Retry handler:			sb
Hdr memory consumption:	434995200 bytes
08:54:55.988 [s0-admin-0] WARN  c.d.o.d.i.c.c.CqlRequestHandler - Query '[0 values] CREATE KEYSPACE IF NOT EXISTS scylla_bench WITH REPLICATION = { 'class':'NetworkTopologyStrategy','replication_factor':1 }' generated server side warning(s): Using Replication Factor replication_factor=1 lower than the minimum_replication_factor_warn_threshold=3 is not recommended.
    time   ops/s  rows/s errors max      99.9th   99th     95th     90th     median   mean    
    248s    1158   46334      0 1.08s    1.06s    991.43ms 916.46ms 848.82ms 752.35ms 727.32ms
    249s    1227   49114      0 1.13s    1.12s    1.04s    980.94ms 945.82ms 760.22ms 768.00ms
    250s    1142   45710      0 1.17s    1.17s    1.08s    916.98ms 863.50ms 711.98ms 702.39ms
    251s    1174   46999      0 1.20s    1.11s    1.01s    971.51ms 927.47ms 829.42ms 791.12ms
    252s    1120   44825      0 1.15s    1.14s    1.06s    995.10ms 959.97ms 710.41ms 758.93ms
    253s     957   38319      0 1.27s    1.21s    1.13s    1.08s    1.04s    843.58ms 843.93ms
    254s    1162   46493      0 1.16s    1.15s    1.10s    1.05s    1.00s    730.86ms 792.01ms
    255s    1104   44186      0 1.19s    1.15s    1.06s    993.53ms 952.11ms 697.30ms 753.99ms
    256s    1019   40763      0 1.16s    1.15s    1.11s    1.07s    1.03s    807.40ms 830.88ms
    257s    1106   44263      0 1.24s    1.21s    1.10s    1.05s    1.03s    754.45ms 804.14ms
    258s    1020   40837      0 1.07s    1.02s    1.00s    955.78ms 935.33ms 682.62ms 740.46ms
    259s    1739   69573      0 867.70ms 854.07ms 747.11ms 656.93ms 623.90ms 476.05ms 491.07ms
    260s    1826   73060      0 974.65ms 948.96ms 869.79ms 784.33ms 742.39ms 573.57ms 571.24ms
    261s    1406   56251      0 988.81ms 983.04ms 879.76ms 799.54ms 745.54ms 639.63ms 584.65ms
    262s    2597  103898      0 929.56ms 915.41ms 782.24ms 711.46ms 618.66ms 362.81ms 409.21ms
    263s    1912   76485      0 805.83ms 781.71ms 717.23ms 665.85ms 631.77ms 407.37ms 444.74ms
    264s    2912  116492      0 565.18ms 556.27ms 510.92ms 466.88ms 439.09ms 343.67ms 358.22ms
    265s    2878  115130      0 570.95ms 550.50ms 498.60ms 446.69ms 421.53ms 347.08ms 353.76ms
    266s    2951  118041      0 548.93ms 521.67ms 484.97ms 432.28ms 401.34ms 327.94ms 336.56ms
    267s    2263   90535      0 1.04s    978.32ms 899.68ms 796.39ms 718.80ms 386.92ms 464.22ms
    268s    1181   47269      0 1.21s    1.21s    1.14s    997.20ms 977.27ms 748.16ms 772.13ms
    269s    1232   49282      0 1.06s    1.05s    998.24ms 965.21ms 891.81ms 486.01ms 546.25ms
    270s    2827  113083      0 639.63ms 577.77ms 508.82ms 457.97ms 428.08ms 354.42ms 361.01ms
    271s    2369   94769      0 933.23ms 885.52ms 809.50ms 704.12ms 650.12ms 377.75ms 430.44ms
    272s    1307   52306      0 1.09s    1.08s    1.02s    886.57ms 842.01ms 660.08ms 685.82ms
    273s    1121   44862      0 1.07s    1.06s    1.02s    918.03ms 893.91ms 806.88ms 777.62ms
    274s    1156   46260      0 1.13s    1.09s    963.64ms 871.37ms 844.10ms 748.16ms 718.46ms
    275s    1057   42281      0 1.22s    1.20s    1.08s    936.90ms 914.36ms 761.27ms 763.34ms
    276s    1193   47733      0 1.21s    1.20s    1.07s    1.01s    984.61ms 720.90ms 780.49ms
    277s    1002   40083      0 1.18s    1.12s    1.07s    1.02s    1.00s    733.48ms 796.93ms
    278s    1067   42686      0 1.16s    1.14s    1.08s    1.05s    995.62ms 734.00ms 791.41ms
    279s    1633   65354      0 894.96ms 894.44ms 870.84ms 745.01ms 655.36ms 445.91ms 479.76ms
    280s    2118   84754      0 888.67ms 888.67ms 766.51ms 676.86ms 622.85ms 480.25ms 482.24ms
    281s    1335   53410      0 1.13s    1.11s    1.05s    927.47ms 903.35ms 674.76ms 700.18ms
    282s    1763   70551      0 880.80ms 827.85ms 796.92ms 697.30ms 635.96ms 387.19ms 429.60ms
    283s    2825  113008      0 562.56ms 531.10ms 503.32ms 450.36ms 423.62ms 334.23ms 345.75ms
    284s    2978  119158      0 557.84ms 533.73ms 495.45ms 446.96ms 415.24ms 331.35ms 341.21ms
    285s    3061  122471      0 565.71ms 532.68ms 484.44ms 435.16ms 401.34ms 322.17ms 333.99ms
    286s    2953  118134      0 601.36ms 576.19ms 529.01ms 460.32ms 433.32ms 341.31ms 352.51ms
    287s    2942  117680      0 614.99ms 525.86ms 482.87ms 435.16ms 405.01ms 326.63ms 337.33ms
    288s    3007  120297      0 585.11ms 541.07ms 496.24ms 436.99ms 405.27ms 325.06ms 337.66ms
    289s    2953  118149      0 595.59ms 581.96ms 523.50ms 471.33ms 448.27ms 342.36ms 357.37ms
    290s    2865  114601      0 565.18ms 537.40ms 496.24ms 441.71ms 415.24ms 335.81ms 344.64ms
    291s    2456   98244      0 937.95ms 912.79ms 824.18ms 708.84ms 620.23ms 389.02ms 429.63ms
    292s    1237   49494      0 1.17s    1.16s    1.10s    984.09ms 965.21ms 725.09ms 766.73ms
    293s    1005   40224      0 1.22s    1.22s    1.10s    1.02s    981.99ms 781.71ms 770.45ms
    294s    1070   42827      0 1.15s    1.12s    1.01s    990.90ms 968.36ms 778.57ms 790.32ms
    295s    1112   44505      0 1.22s    1.22s    1.09s    987.76ms 963.64ms 749.73ms 781.13ms
    296s    1025   41027      0 1.20s    1.17s    1.08s    1.02s    983.04ms 820.51ms 803.37ms
    297s    1278   51148      0 1.25s    1.24s    995.10ms 933.76ms 912.79ms 684.20ms 715.78ms
    298s    1813   72552      0 791.67ms 759.69ms 706.74ms 628.10ms 566.23ms 392.69ms 418.12ms
    299s    2429   97177      0 655.88ms 644.35ms 586.15ms 540.02ms 505.94ms 393.48ms 405.03ms
    300s    2824  112968      0 587.73ms 568.33ms 512.75ms 462.16ms 430.96ms 347.60ms 354.05ms
    301s    2984  119371      0 568.33ms 562.56ms 503.05ms 444.33ms 416.81ms 338.69ms 348.43ms
    302s    2951  118056      0 591.92ms 588.25ms 511.97ms 453.25ms 427.82ms 338.17ms 349.48ms
    303s    2865  114631      0 609.22ms 599.26ms 529.79ms 469.50ms 430.18ms 345.51ms 356.24ms
    304s    2377   95105      0 1.03s    971.51ms 851.97ms 753.93ms 673.71ms 368.05ms 434.67ms

interrupted
