Using Scylla optimized driver!!!
Configuration
Nodes:				18.133.174.82,13.134.144.48,3.9.75.51
Datacenter:			AWS_EU_WEST_2
Mode:				write
Workload:			uniform
Timeout (default):		PT10S
Timeout (read):			PT10S
Timeout (write):		PT5S
Timeout (CAS):			PT2S
Consistency level:		quorum
Partition count:		10000
Clustering rows:		50
Clustering row size:		fixed:4
Rows per request:		40
Page size:			1000
Concurrency:			1200
Connections:			16
Maximum rate:			unlimited
Client compression:		true
Max error/row:			unlimited
Max errors total:		unlimited
Retries (number):		10
Retries (interval):		80ms,1s
Retry handler:			sb
Hdr memory consumption:	434995200 bytes
08:54:56.378 [s0-admin-0] WARN  c.d.o.d.i.c.c.CqlRequestHandler - Query '[0 values] CREATE KEYSPACE IF NOT EXISTS scylla_bench WITH REPLICATION = { 'class':'NetworkTopologyStrategy','replication_factor':1 }' generated server side warning(s): Using Replication Factor replication_factor=1 lower than the minimum_replication_factor_warn_threshold=3 is not recommended.
    time   ops/s  rows/s errors max      99.9th   99th     95th     90th     median   mean    
    248s    1241   49668      0 1.15s    1.15s    990.38ms 929.56ms 891.29ms 754.97ms 724.59ms
    249s     962   38486      0 1.13s    1.11s    1.06s    975.18ms 932.18ms 721.94ms 746.30ms
    250s    1294   51778      0 1.14s    1.11s    1.04s    966.26ms 909.64ms 731.91ms 743.88ms
    251s     926   37069      0 1.18s    1.17s    1.12s    1.01s    966.79ms 714.60ms 766.27ms
    252s    1065   42635      0 1.17s    1.16s    1.10s    995.10ms 965.74ms 782.76ms 802.09ms
    253s    1079   43185      0 1.21s    1.19s    1.14s    1.08s    1.04s    730.33ms 812.97ms
    254s     912   36494      0 1.19s    1.18s    1.12s    1.06s    1.04s    750.78ms 820.62ms
    255s    1071   42878      0 1.19s    1.16s    1.09s    1.03s    1.00s    797.44ms 807.56ms
    256s    1047   41918      0 1.18s    1.18s    1.12s    1.07s    1.03s    749.21ms 809.06ms
    257s     971   38864      0 1.15s    1.10s    1.08s    1.03s    999.29ms 767.56ms 805.83ms
    258s    1341   53649      0 1.03s    1.03s    1.01s    936.90ms 908.07ms 630.19ms 641.67ms
    259s    2003   80127      0 887.62ms 840.43ms 761.27ms 631.24ms 590.35ms 461.11ms 473.83ms
    260s    1412   56504      0 1.02s    1.02s    941.10ms 836.76ms 788.53ms 670.04ms 664.86ms
    261s    2009   80384      0 788.00ms 767.03ms 720.90ms 684.20ms 639.63ms 375.65ms 429.68ms
    262s    2066   82643      0 946.34ms 931.14ms 811.07ms 728.24ms 694.68ms 494.67ms 489.48ms
    263s    2543  101739      0 586.68ms 576.19ms 524.81ms 476.84ms 455.34ms 346.03ms 361.87ms
    264s    2836  113473      0 619.18ms 612.89ms 515.90ms 464.52ms 437.78ms 357.04ms 363.64ms
    265s    2893  115727      0 580.91ms 572.00ms 518.78ms 462.42ms 424.41ms 351.01ms 356.57ms
    266s    2907  116310      0 743.44ms 738.72ms 499.91ms 439.62ms 406.85ms 322.70ms 335.62ms
    267s    1742   69695      0 1.16s    1.13s    922.75ms 813.69ms 767.56ms 618.14ms 598.98ms
    268s     941   37668      0 1.21s    1.20s    1.13s    1.01s    993.53ms 899.68ms 861.10ms
    269s    1971   78856      0 725.61ms 702.55ms 673.19ms 574.10ms 542.64ms 381.16ms 405.18ms
    270s    2795  111823      0 714.08ms 685.77ms 553.65ms 464.52ms 425.98ms 339.74ms 352.58ms
    271s    2011   80468      0 922.75ms 912.79ms 846.73ms 740.29ms 699.40ms 546.31ms 518.90ms
    272s    1165   46615      0 1.14s    1.14s    1.05s    963.64ms 902.82ms 778.57ms 766.67ms
    273s    1083   43358      0 1.14s    1.13s    1.02s    921.70ms 891.81ms 794.82ms 769.85ms
    274s    1149   45992      0 1.10s    1.07s    959.45ms 901.78ms 828.38ms 747.11ms 722.73ms
    275s    1228   49126      0 1.20s    1.20s    1.09s    991.43ms 961.54ms 755.50ms 770.22ms
    276s     937   37487      0 1.19s    1.12s    1.08s    1.03s    1.01s    775.42ms 821.27ms
    277s    1107   44299      0 1.23s    1.22s    1.10s    1.03s    1.01s    741.34ms 803.68ms
    278s    1092   43685      0 1.10s    1.09s    1.07s    1.01s    944.77ms 680.53ms 717.83ms
    279s    2020   80801      0 737.67ms 721.42ms 629.15ms 542.11ms 516.16ms 436.73ms 428.04ms
    280s    1739   69594      0 1.01s    966.79ms 918.55ms 775.95ms 711.46ms 548.41ms 553.80ms
    281s    1151   46066      0 1.20s    1.13s    1.06s    934.28ms 915.41ms 709.36ms 726.89ms
    282s    2406   96271      0 609.75ms 597.16ms 531.63ms 473.69ms 454.30ms 368.05ms 372.72ms
    283s    2917  116690      0 589.30ms 529.01ms 495.98ms 444.86ms 412.61ms 326.63ms 339.13ms
    284s    2896  115860      0 565.71ms 533.73ms 487.59ms 446.96ms 420.74ms 334.50ms 343.82ms
    285s    3093  123728      0 555.22ms 532.41ms 476.58ms 429.13ms 406.06ms 327.68ms 338.20ms
    286s    2918  116729      0 581.44ms 568.85ms 524.03ms 462.68ms 434.63ms 343.41ms 355.09ms
    287s    3020  120801      0 560.46ms 547.88ms 492.31ms 448.00ms 414.19ms 327.94ms 340.57ms
    288s    2990  119602      0 543.69ms 536.87ms 502.01ms 447.74ms 411.57ms 330.04ms 342.08ms
    289s    2919  116773      0 620.23ms 580.39ms 511.44ms 471.60ms 442.24ms 343.41ms 357.26ms
    290s    2904  116174      0 573.05ms 553.65ms 511.97ms 445.91ms 413.14ms 329.25ms 341.64ms
    291s    1908   76338      0 1.19s    1.09s    961.54ms 802.16ms 749.73ms 559.94ms 552.62ms
    292s    1016   40669      0 1.18s    1.18s    1.11s    1.01s    970.46ms 849.35ms 830.83ms
    293s    1168   46750      0 1.20s    1.19s    1.08s    1.02s    989.33ms 776.99ms 788.00ms
    294s    1000   40016      0 1.23s    1.19s    1.11s    963.64ms 933.23ms 785.91ms 771.85ms
    295s    1046   41871      0 1.17s    1.15s    1.09s    1.02s    977.80ms 753.93ms 806.93ms
    296s    1257   50308      0 1.19s    1.19s    1.04s    998.77ms 972.55ms 708.84ms 744.62ms
    297s    1278   51150      0 1.16s    1.16s    968.36ms 919.08ms 896.53ms 595.07ms 651.32ms
    298s    2109   84360      0 734.00ms 713.56ms 660.60ms 560.46ms 535.04ms 413.66ms 421.94ms
    299s    2669  106763      0 637.01ms 631.24ms 554.17ms 486.80ms 446.17ms 357.83ms 368.74ms
    300s    2719  108768      0 625.48ms 577.77ms 529.01ms 457.70ms 427.56ms 346.03ms 352.93ms
    301s    2975  119037      0 554.17ms 541.59ms 489.42ms 439.88ms 414.45ms 336.33ms 345.76ms
    302s    2905  116222      0 583.01ms 576.19ms 537.40ms 462.68ms 432.80ms 338.43ms 352.07ms
    303s    2907  116310      0 687.34ms 635.44ms 530.84ms 467.66ms 429.39ms 344.72ms 357.80ms
    304s    1906   76250      0 977.80ms 946.86ms 888.67ms 796.39ms 754.45ms 553.12ms 545.88ms

interrupted
