Using Scylla optimized driver!!!
Configuration
Nodes:				18.133.174.82,13.134.144.48,3.9.75.51
Datacenter:			AWS_EU_WEST_2
Mode:				write
Workload:			uniform
Timeout (default):		PT10S
Timeout (read):			PT10S
Timeout (write):		PT5S
Timeout (CAS):			PT2S
Consistency level:		quorum
Partition count:		10000
Clustering rows:		50
Clustering row size:		fixed:4
Rows per request:		40
Page size:			1000
Concurrency:			1200
Connections:			16
Maximum rate:			unlimited
Client compression:		true
Max error/row:			unlimited
Max errors total:		unlimited
Retries (number):		10
Retries (interval):		80ms,1s
Retry handler:			sb
Hdr memory consumption:	434995200 bytes
08:54:56.582 [s0-admin-0] WARN  c.d.o.d.i.c.c.CqlRequestHandler - Query '[0 values] CREATE KEYSPACE IF NOT EXISTS scylla_bench WITH REPLICATION = { 'class':'NetworkTopologyStrategy','replication_factor':1 }' generated server side warning(s): Using Replication Factor replication_factor=1 lower than the minimum_replication_factor_warn_threshold=3 is not recommended.
    time   ops/s  rows/s errors max      99.9th   99th     95th     90th     median   mean    
    248s    1058   42331      0 1.18s    1.17s    1.07s    987.76ms 957.87ms 789.05ms 772.80ms
    249s    1325   53004      0 1.18s    1.18s    961.54ms 866.65ms 831.52ms 706.22ms 703.75ms
    250s     979   39171      0 1.19s    1.14s    1.10s    994.57ms 954.20ms 828.38ms 787.65ms
    251s    1183   47357      0 1.18s    1.14s    1.06s    978.85ms 938.48ms 727.19ms 766.00ms
    252s    1096   43854      0 1.16s    1.16s    1.12s    1.04s    985.14ms 745.01ms 796.78ms
    253s     928   37152      0 1.21s    1.18s    1.13s    1.08s    1.03s    781.71ms 835.03ms
    254s    1189   47582      0 1.20s    1.13s    1.05s    986.19ms 947.39ms 718.27ms 761.75ms
    256s    1015   40624      0 1.21s    1.17s    1.15s    1.07s    1.03s    804.78ms 824.04ms
    256s     959   38375      0 1.22s    1.18s    1.13s    1.06s    1.03s    754.45ms 812.60ms
    257s    1140   45616      0 1.13s    1.10s    1.05s    995.62ms 955.25ms 731.38ms 766.43ms
    258s    1479   59182      0 898.63ms 853.54ms 822.61ms 757.07ms 693.63ms 522.98ms 540.01ms
    259s    1810   72421      0 986.19ms 951.06ms 846.20ms 760.74ms 700.45ms 508.56ms 509.96ms
    260s    1385   55407      0 958.92ms 940.57ms 888.14ms 786.96ms 749.73ms 670.04ms 657.62ms
    261s    2409   96382      0 907.54ms 635.44ms 547.88ms 479.99ms 440.93ms 335.28ms 352.95ms
    262s    1981   79258      0 934.28ms 913.31ms 815.27ms 734.00ms 693.11ms 521.67ms 521.08ms
    263s    2899  115998      0 598.74ms 570.43ms 514.06ms 465.57ms 428.34ms 333.71ms 347.41ms
    264s    2792  111682      0 598.21ms 564.66ms 509.87ms 452.20ms 427.03ms 348.91ms 357.74ms
    265s    2959  118387      0 553.12ms 528.74ms 481.56ms 440.40ms 412.61ms 338.43ms 344.28ms
    266s    2659  106377      0 967.84ms 923.27ms 798.49ms 678.95ms 622.33ms 342.10ms 398.81ms
    267s    1214   48576      0 1.16s    1.15s    1.06s    900.73ms 846.20ms 715.65ms 704.34ms
    268s    1153   46122      0 1.17s    1.15s    1.04s    1.01s    982.52ms 773.32ms 771.89ms
    269s    2549  101989      0 628.62ms 585.63ms 528.74ms 474.74ms 438.83ms 365.69ms 370.40ms
    270s    2755  110226      0 936.38ms 933.23ms 702.55ms 559.42ms 459.80ms 348.65ms 370.20ms
    271s    1473   58941      0 1.13s    1.02s    970.46ms 856.16ms 799.54ms 643.83ms 656.28ms
    272s    1124   44960      0 1.09s    1.09s    1.05s    920.13ms 884.47ms 789.58ms 765.47ms
    273s    1149   45971      0 1.07s    1.06s    996.67ms 894.44ms 867.70ms 785.91ms 765.53ms
    274s    1211   48447      0 1.21s    1.18s    1.05s    912.79ms 871.89ms 747.63ms 734.18ms
    275s    1009   40399      0 1.20s    1.20s    1.11s    1.04s    1.01s    758.64ms 796.35ms
    276s    1112   44489      0 1.15s    1.15s    1.08s    1.03s    1.00s    743.44ms 795.23ms
    277s    1000   40021      0 1.15s    1.12s    1.11s    1.06s    1.02s    706.74ms 785.33ms
    278s    1407   56284      0 999.29ms 983.56ms 932.18ms 875.56ms 804.26ms 609.75ms 573.26ms
    279s    2239   89572      0 922.75ms 816.32ms 670.04ms 574.10ms 528.48ms 428.61ms 429.51ms
    280s    1640   65612      0 1.24s    1.16s    1.04s    907.54ms 805.31ms 607.13ms 631.21ms
    281s    1474   58970      0 981.47ms 954.20ms 933.23ms 909.12ms 885.52ms 532.41ms 572.11ms
    282s    2961  118456      0 617.09ms 592.45ms 510.13ms 461.37ms 424.41ms 337.64ms 349.90ms
    283s    3031  121244      0 564.13ms 554.70ms 496.24ms 445.38ms 413.93ms 327.94ms 340.59ms
    284s    3074  122994      0 549.45ms 536.61ms 501.74ms 441.45ms 404.75ms 328.47ms 337.81ms
    285s    3001  120063      0 598.21ms 567.28ms 521.67ms 443.02ms 409.73ms 321.91ms 336.38ms
    286s    2921  116852      0 572.00ms 534.77ms 501.74ms 456.92ms 422.58ms 335.28ms 346.95ms
    287s    3057  122290      0 551.55ms 542.11ms 494.40ms 436.99ms 399.77ms 328.73ms 338.29ms
    288s    2991  119652      0 601.36ms 562.56ms 504.10ms 440.66ms 404.49ms 327.16ms 338.85ms
    289s    2880  115234      0 565.71ms 554.70ms 498.07ms 459.01ms 433.32ms 347.60ms 355.02ms
    290s    2746  109851      0 968.88ms 905.45ms 657.46ms 562.56ms 496.76ms 346.03ms 374.51ms
    291s    1357   54290      0 1.23s    1.23s    1.11s    976.22ms 906.49ms 685.24ms 703.30ms
    293s    1132   45302      0 1.22s    1.21s    1.03s    976.22ms 957.87ms 758.64ms 762.59ms
    293s    1019   40783      0 1.25s    1.17s    1.05s    1.01s    987.76ms 853.54ms 830.69ms
    294s    1195   47820      0 1.19s    1.18s    1.07s    997.72ms 962.07ms 748.68ms 770.82ms
    295s     977   39093      0 1.15s    1.14s    1.08s    1.01s    994.05ms 752.88ms 778.54ms
    296s    1077   43116      0 1.23s    1.23s    1.07s    968.36ms 933.23ms 755.50ms 764.60ms
    297s    1490   59605      0 1.02s    1.01s    945.29ms 897.06ms 877.13ms 473.69ms 525.00ms
    298s    2582  103300      0 750.78ms 737.67ms 646.45ms 546.31ms 524.29ms 393.48ms 410.12ms
    299s    2723  108921      0 585.11ms 576.72ms 526.65ms 462.42ms 429.65ms 350.49ms 356.59ms
    300s    2847  113906      0 569.38ms 560.99ms 497.55ms 442.50ms 421.53ms 341.31ms 348.75ms
    301s    2994  119787      0 635.96ms 584.06ms 527.96ms 470.81ms 439.62ms 338.69ms 352.68ms
    302s    2816  112661      0 598.21ms 581.44ms 528.74ms 462.16ms 428.61ms 338.69ms 351.46ms
    303s    2713  108526      0 943.19ms 828.90ms 673.19ms 562.56ms 504.10ms 340.26ms 372.44ms
    304s    1439   57587      0 1.13s    1.08s    974.13ms 864.55ms 802.16ms 674.23ms 673.16ms

interrupted
