Using Scylla optimized driver!!!
Configuration
Nodes:				18.133.174.82,13.134.144.48,3.9.75.51
Datacenter:			AWS_EU_WEST_2
Mode:				write
Workload:			uniform
Timeout (default):		PT10S
Timeout (read):			PT10S
Timeout (write):		PT5S
Timeout (CAS):			PT2S
Consistency level:		quorum
Partition count:		10000
Clustering rows:		50
Clustering row size:		fixed:4
Rows per request:		40
Page size:			1000
Concurrency:			1200
Connections:			16
Maximum rate:			unlimited
Client compression:		true
Max error/row:			unlimited
Max errors total:		unlimited
Retries (number):		10
Retries (interval):		80ms,1s
Retry handler:			sb
Hdr memory consumption:	434995200 bytes
08:54:56.572 [s0-admin-0] WARN  c.d.o.d.i.c.c.CqlRequestHandler - Query '[0 values] CREATE KEYSPACE IF NOT EXISTS scylla_bench WITH REPLICATION = { 'class':'NetworkTopologyStrategy','replication_factor':1 }' generated server side warning(s): Using Replication Factor replication_factor=1 lower than the minimum_replication_factor_warn_threshold=3 is not recommended.
    time   ops/s  rows/s errors max      99.9th   99th     95th     90th     median   mean    
    248s    1056   42263      0 1.18s    1.16s    1.06s    979.37ms 955.78ms 792.20ms 776.19ms
    250s    1350   54032      0 1.17s    1.15s    991.43ms 857.21ms 801.64ms 704.64ms 698.10ms
    251s     994   39781      0 1.14s    1.13s    1.07s    983.04ms 939.52ms 833.09ms 793.61ms
    251s    1243   49759      0 1.19s    1.18s    1.09s    992.48ms 939.52ms 727.71ms 769.22ms
    253s     962   38481      0 1.17s    1.17s    1.12s    1.07s    1.02s    761.27ms 806.98ms
    253s     982   39309      0 1.22s    1.21s    1.13s    1.07s    1.04s    732.43ms 824.82ms
    254s    1234   49382      0 1.14s    1.13s    1.06s    1.01s    962.07ms 727.71ms 767.75ms
    256s     932   37306      0 1.25s    1.25s    1.13s    1.07s    1.05s    845.68ms 835.60ms
    256s    1025   41006      0 1.23s    1.17s    1.14s    1.06s    1.03s    742.39ms 808.00ms
    257s    1165   46637      0 1.14s    1.14s    1.03s    990.38ms 951.58ms 727.71ms 756.30ms
    258s    1527   61094      0 879.76ms 840.96ms 771.75ms 736.62ms 677.38ms 493.88ms 520.38ms
    259s    1859   74373      0 949.49ms 926.94ms 851.97ms 767.56ms 705.69ms 511.71ms 517.63ms
    260s    1388   55522      0 987.76ms 987.23ms 946.34ms 815.79ms 747.63ms 656.93ms 648.65ms
    261s    2526  101043      0 865.08ms 824.18ms 666.89ms 519.05ms 465.31ms 347.87ms 369.79ms
    262s    1855   74234      0 905.45ms 885.00ms 804.26ms 724.57ms 696.78ms 517.73ms 518.49ms
    263s    2920  116820      0 562.04ms 549.45ms 511.44ms 460.06ms 432.01ms 342.10ms 354.60ms
    264s    2676  107077      0 588.25ms 577.24ms 536.61ms 464.26ms 429.92ms 346.82ms 356.00ms
    265s    2988  119527      0 544.21ms 535.56ms 495.71ms 444.07ms 409.47ms 341.31ms 346.57ms
    266s    2668  106720      0 991.95ms 977.80ms 797.97ms 688.39ms 639.11ms 344.46ms 406.29ms
    268s    1228   49149      0 1.20s    1.20s    1.13s    963.12ms 907.02ms 723.52ms 716.11ms
    268s    1192   47689      0 1.18s    1.08s    1.03s    997.72ms 978.85ms 717.23ms 727.63ms
    269s    2594  103774      0 641.20ms 627.05ms 523.24ms 469.50ms 439.35ms 363.86ms 370.02ms
    270s    2794  111771      0 886.57ms 858.78ms 731.91ms 592.97ms 542.64ms 348.91ms 379.36ms
    271s    1444   57767      0 1.02s    1.02s    943.72ms 844.10ms 792.20ms 646.97ms 657.98ms
    272s    1147   45897      0 1.12s    1.11s    1.05s    952.11ms 889.72ms 807.93ms 775.35ms
    273s    1117   44680      0 1.09s    1.05s    964.17ms 881.33ms 850.40ms 774.90ms 755.31ms
    274s    1200   48002      0 1.20s    1.19s    1.07s    900.20ms 869.79ms 721.42ms 710.57ms
    276s    1060   42409      0 1.23s    1.21s    1.10s    1.04s    1.01s    761.27ms 810.10ms
    276s    1118   44737      0 1.17s    1.15s    1.08s    1.03s    1.00s    729.28ms 791.96ms
    278s     967   38718      0 1.16s    1.16s    1.11s    1.07s    1.01s    765.98ms 815.51ms
    278s    1532   61303      0 934.28ms 931.66ms 902.30ms 828.38ms 781.19ms 540.54ms 554.22ms
    279s    2119   84782      0 936.38ms 830.47ms 711.98ms 609.22ms 566.76ms 453.25ms 449.16ms
    280s    1363   54539      0 1.18s    1.11s    1.06s    935.33ms 901.78ms 655.36ms 677.59ms
    281s    1420   56839      0 1.01s    996.67ms 911.21ms 882.38ms 822.08ms 527.70ms 548.74ms
    282s    3066  122649      0 607.65ms 558.89ms 507.51ms 454.03ms 423.36ms 339.74ms 349.30ms
    283s    2998  119940      0 567.80ms 544.74ms 504.63ms 444.33ms 416.55ms 332.92ms 343.11ms
    284s    3051  122074      0 529.79ms 525.07ms 486.28ms 433.59ms 401.34ms 326.37ms 337.45ms
    285s    2949  117971      0 645.92ms 637.01ms 531.37ms 454.56ms 434.63ms 329.78ms 347.78ms
    286s    2797  111902      0 544.21ms 523.76ms 494.14ms 449.58ms 421.79ms 334.76ms 345.51ms
    287s    2964  118591      0 543.16ms 528.22ms 486.28ms 437.78ms 405.54ms 333.97ms 342.36ms
    288s    2963  118548      0 607.65ms 589.30ms 522.98ms 459.28ms 425.46ms 324.01ms 342.15ms
    289s    2878  115138      0 585.63ms 547.36ms 500.43ms 462.95ms 442.24ms 347.60ms 356.31ms
    290s    2609  104369      0 957.87ms 902.82ms 780.66ms 628.10ms 570.43ms 359.92ms 397.97ms
    292s    1238   49547      0 1.25s    1.25s    1.05s    966.26ms 936.90ms 713.03ms 734.93ms
    293s    1088   43555      0 1.27s    1.27s    1.03s    985.14ms 961.02ms 742.92ms 760.71ms
    293s     969   38770      0 1.18s    1.16s    1.09s    1.03s    1.01s    844.63ms 839.55ms
    294s    1238   49537      0 1.20s    1.15s    1.06s    973.08ms 947.91ms 747.63ms 764.01ms
    295s    1027   41092      0 1.14s    1.14s    1.08s    1.03s    1.00s    770.18ms 788.98ms
    296s    1191   47663      0 1.17s    1.17s    1.01s    947.39ms 919.08ms 716.70ms 739.51ms
    297s    1557   62312      0 953.68ms 938.48ms 913.83ms 814.22ms 691.54ms 429.13ms 464.32ms
    298s    2392   95699      0 778.57ms 731.38ms 667.42ms 564.66ms 538.97ms 414.45ms 424.36ms
    299s    2744  109782      0 594.02ms 564.66ms 507.51ms 448.27ms 420.74ms 348.13ms 354.45ms
    300s    2833  113330      0 603.98ms 554.17ms 503.58ms 463.21ms 427.56ms 338.95ms 350.23ms
    301s    2999  119987      0 588.25ms 563.61ms 521.40ms 458.23ms 429.39ms 337.38ms 350.50ms
    302s    2842  113713      0 584.06ms 577.77ms 533.20ms 471.86ms 442.76ms 347.87ms 357.26ms
    303s    2627  105082      0 959.45ms 804.78ms 707.79ms 584.06ms 532.94ms 342.36ms 378.12ms
    304s    1395   55832      0 1.10s    1.06s    1.03s    908.07ms 826.80ms 698.35ms 698.43ms
