Using Scylla optimized driver!!!
Configuration
Nodes:				18.133.174.82,13.134.144.48,3.9.75.51
Datacenter:			AWS_EU_WEST_2
Mode:				write
Workload:			uniform
Timeout (default):		PT10S
Timeout (read):			PT10S
Timeout (write):		PT5S
Timeout (CAS):			PT2S
Consistency level:		quorum
Partition count:		10000
Clustering rows:		50
Clustering row size:		fixed:4
Rows per request:		40
Page size:			1000
Concurrency:			1200
Connections:			16
Maximum rate:			unlimited
Client compression:		true
Max error/row:			unlimited
Max errors total:		unlimited
Retries (number):		10
Retries (interval):		80ms,1s
Retry handler:			sb
Hdr memory consumption:	434995200 bytes
08:54:56.531 [s0-admin-0] WARN  c.d.o.d.i.c.c.CqlRequestHandler - Query '[0 values] CREATE KEYSPACE IF NOT EXISTS scylla_bench WITH REPLICATION = { 'class':'NetworkTopologyStrategy','replication_factor':1 }' generated server side warning(s): Using Replication Factor replication_factor=1 lower than the minimum_replication_factor_warn_threshold=3 is not recommended.
    time   ops/s  rows/s errors max      99.9th   99th     95th     90th     median   mean    
    248s    1106   44242      0 1.17s    1.17s    1.06s    983.04ms 950.53ms 768.08ms 768.08ms
    250s    1250   50003      0 1.18s    1.18s    1.07s    877.13ms 823.13ms 713.56ms 703.26ms
    251s    1043   41747      0 1.17s    1.13s    1.05s    985.14ms 944.77ms 849.35ms 795.02ms
    252s    1322   52908      0 1.19s    1.17s    1.08s    990.38ms 952.11ms 721.94ms 765.26ms
    253s     908   36350      0 1.18s    1.18s    1.14s    1.08s    1.04s    825.23ms 836.97ms
    254s    1027   41114      0 1.22s    1.22s    1.12s    1.06s    1.01s    759.17ms 821.25ms
    255s    1220   48832      0 1.12s    1.12s    1.09s    1.02s    962.07ms 706.74ms 758.47ms
    256s     938   37537      0 1.23s    1.22s    1.14s    1.08s    1.05s    883.95ms 851.15ms
    257s    1118   44725      0 1.26s    1.21s    1.12s    1.06s    1.03s    754.97ms 804.78ms
    257s    1016   40655      0 1.10s    1.10s    1.03s    989.33ms 959.97ms 721.42ms 759.21ms
    258s    1570   62803      0 894.44ms 894.44ms 741.87ms 678.43ms 628.62ms 488.90ms 507.43ms
    260s    1968   78750      0 990.90ms 976.75ms 819.46ms 743.96ms 684.72ms 538.97ms 531.36ms
    260s    1369   54770      0 979.89ms 967.31ms 911.21ms 789.58ms 719.85ms 647.50ms 611.56ms
    261s    2500  100000      0 945.29ms 920.65ms 815.79ms 653.79ms 578.81ms 362.28ms 400.18ms
    262s    1805   72221      0 819.99ms 803.21ms 762.84ms 707.79ms 659.55ms 454.82ms 476.18ms
    263s    2931  117276      0 623.90ms 583.01ms 499.65ms 454.03ms 432.01ms 346.29ms 356.38ms
    264s    2677  107095      0 581.44ms 549.45ms 513.02ms 457.18ms 427.29ms 347.08ms 356.31ms
    265s    3034  121366      0 538.44ms 527.17ms 486.80ms 437.52ms 410.52ms 341.84ms 345.52ms
    267s    2451   98050      0 1.02s    959.97ms 859.83ms 727.19ms 663.75ms 356.25ms 433.05ms
    268s    1179   47163      0 1.16s    1.16s    1.12s    1.00s    966.26ms 726.14ms 749.59ms
    268s    1133   45359      0 1.05s    1.05s    1.00s    974.65ms 957.35ms 587.73ms 636.86ms
    269s    2685  107438      0 586.15ms 580.91ms 522.19ms 473.17ms 440.93ms 362.02ms 366.17ms
    270s    2680  107210      0 907.54ms 898.63ms 753.93ms 667.42ms 578.29ms 360.19ms 399.39ms
    272s    1385   55404      0 1.12s    1.12s    1.07s    919.60ms 842.01ms 660.08ms 687.98ms
    273s    1057   42292      0 1.10s    1.09s    1.03s    914.36ms 894.44ms 813.69ms 779.65ms
    273s    1218   48744      0 1.06s    1.04s    928.51ms 876.09ms 844.63ms 762.31ms 732.30ms
    275s    1066   42672      0 1.20s    1.20s    1.10s    963.64ms 920.65ms 761.79ms 770.39ms
    276s    1151   46076      0 1.23s    1.19s    1.08s    1.04s    1.00s    738.20ms 796.91ms
    277s     966   38649      0 1.20s    1.14s    1.08s    1.03s    1.01s    753.93ms 802.08ms
    278s    1013   40540      0 1.15s    1.14s    1.09s    1.03s    993.00ms 707.79ms 787.40ms
    278s    1661   66467      0 926.42ms 901.78ms 874.51ms 784.86ms 717.23ms 502.53ms 530.98ms
    280s    2146   85849      0 975.18ms 923.80ms 766.51ms 659.03ms 601.88ms 468.45ms 467.17ms
    281s    1268   50753      0 1.20s    1.13s    1.05s    934.28ms 901.78ms 670.56ms 695.68ms
    281s    1632   65302      0 906.49ms 900.73ms 864.03ms 776.47ms 727.71ms 407.11ms 463.17ms
    282s    2761  110459      0 683.15ms 603.46ms 498.34ms 453.25ms 428.87ms 337.64ms 349.33ms
    283s    2932  117302      0 570.43ms 528.22ms 484.97ms 442.24ms 415.50ms 333.71ms 342.86ms
    284s    2992  119685      0 559.94ms 529.53ms 497.55ms 432.28ms 406.32ms 325.32ms 337.65ms
    285s    2938  117548      0 567.28ms 554.70ms 508.82ms 456.92ms 428.61ms 332.40ms 347.76ms
    286s    2908  116354      0 592.45ms 556.79ms 503.05ms 446.69ms 411.30ms 329.25ms 341.30ms
    287s    2954  118181      0 568.85ms 562.56ms 513.02ms 452.20ms 417.86ms 327.16ms 341.72ms
    288s    2806  112263      0 602.93ms 596.12ms 544.74ms 480.25ms 454.56ms 338.69ms 359.36ms
    289s    2805  112234      0 560.99ms 532.41ms 492.57ms 446.43ms 413.66ms 333.45ms 343.76ms
    291s    2550  102031      0 955.25ms 930.09ms 806.88ms 671.61ms 606.08ms 369.36ms 416.93ms
    292s    1220   48803      0 1.22s    1.19s    1.08s    985.14ms 958.40ms 726.66ms 754.75ms
    293s    1062   42497      0 1.28s    1.26s    1.11s    1.02s    981.99ms 775.95ms 778.60ms
    294s     994   39764      0 1.15s    1.15s    1.03s    990.90ms 984.61ms 796.92ms 818.51ms
    295s    1201   48075      0 1.24s    1.17s    1.05s    993.00ms 964.17ms 754.97ms 778.17ms
    296s    1017   40686      0 1.22s    1.22s    1.09s    1.02s    1.00s    754.97ms 786.10ms
    297s    1241   49676      0 1.25s    1.25s    998.77ms 937.95ms 912.26ms 720.37ms 737.71ms
    297s    1606   64248      0 802.16ms 800.06ms 757.07ms 661.13ms 602.41ms 402.92ms 428.07ms
    298s    2282   91313      0 707.79ms 680.53ms 622.85ms 545.26ms 510.13ms 402.92ms 412.60ms
    299s    2882  115294      0 616.04ms 578.29ms 516.69ms 459.28ms 429.13ms 353.89ms 358.16ms
    300s    2875  115000      0 591.92ms 549.98ms 494.67ms 441.19ms 421.00ms 345.24ms 351.43ms
    301s    2797  111901      0 587.73ms 579.86ms 541.59ms 463.99ms 440.40ms 341.84ms 353.51ms
    302s    2797  111891      0 609.75ms 584.06ms 542.64ms 471.33ms 434.90ms 341.57ms 354.98ms
    304s    2507  100305      0 1.06s    1.03s    853.54ms 759.17ms 650.12ms 357.83ms 426.21ms
    305s    1118   44730      0 1.09s    1.08s    1.03s    951.06ms 866.12ms 718.27ms 727.64ms

interrupted
