Using Scylla optimized driver!!!
Configuration
Nodes:				18.133.174.82,13.134.144.48,3.9.75.51
Datacenter:			AWS_EU_WEST_2
Mode:				write
Workload:			uniform
Timeout (default):		PT10S
Timeout (read):			PT10S
Timeout (write):		PT5S
Timeout (CAS):			PT2S
Consistency level:		quorum
Partition count:		10000
Clustering rows:		50
Clustering row size:		fixed:4
Rows per request:		40
Page size:			1000
Concurrency:			1200
Connections:			16
Maximum rate:			unlimited
Client compression:		true
Max error/row:			unlimited
Max errors total:		unlimited
Retries (number):		10
Retries (interval):		80ms,1s
Retry handler:			sb
Hdr memory consumption:	434995200 bytes
08:54:56.657 [s0-admin-0] WARN  c.d.o.d.i.c.c.CqlRequestHandler - Query '[0 values] CREATE KEYSPACE IF NOT EXISTS scylla_bench WITH REPLICATION = { 'class':'NetworkTopologyStrategy','replication_factor':1 }' generated server side warning(s): Using Replication Factor replication_factor=1 lower than the minimum_replication_factor_warn_threshold=3 is not recommended.
    time   ops/s  rows/s errors max      99.9th   99th     95th     90th     median   mean    
    248s    1085   43418      0 1.22s    1.17s    1.07s    983.04ms 956.30ms 796.39ms 786.50ms
    250s    1310   52408      0 1.16s    1.15s    1.05s    877.66ms 817.89ms 700.45ms 692.84ms
    250s    1081   43273      0 1.12s    1.11s    1.05s    964.17ms 930.61ms 834.67ms 790.88ms
    252s    1265   50606      0 1.16s    1.15s    1.08s    992.48ms 950.53ms 715.65ms 766.40ms
    253s     911   36440      0 1.20s    1.20s    1.12s    1.07s    1.03s    824.71ms 833.65ms
    254s    1073   42945      0 1.17s    1.14s    1.12s    1.06s    1.02s    735.05ms 804.86ms
    255s    1073   42925      0 1.20s    1.18s    1.08s    1.01s    952.63ms 702.02ms 756.25ms
    256s     946   37859      0 1.20s    1.19s    1.16s    1.08s    1.03s    911.21ms 862.79ms
    257s    1098   43932      0 1.24s    1.21s    1.11s    1.06s    1.03s    755.50ms 809.25ms
    257s    1076   43046      0 1.12s    1.12s    1.02s    985.66ms 952.63ms 729.28ms 766.59ms
    258s    1470   58839      0 815.79ms 807.93ms 717.23ms 664.27ms 635.96ms 510.92ms 514.97ms
    260s    1961   78467      0 987.23ms 965.21ms 870.32ms 762.84ms 699.92ms 546.83ms 538.91ms
    260s    1265   50613      0 1.01s    1.01s    904.40ms 792.72ms 750.26ms 655.88ms 623.81ms
    261s    2521  100855      0 940.57ms 910.16ms 807.93ms 706.22ms 622.33ms 364.64ms 412.38ms
    262s    1716   68669      0 861.41ms 846.20ms 748.16ms 685.77ms 648.54ms 449.31ms 466.40ms
    263s    2885  115438      0 560.99ms 553.12ms 505.68ms 460.06ms 432.28ms 344.98ms 356.45ms
    264s    2792  111686      0 642.25ms 600.31ms 517.21ms 454.82ms 423.36ms 348.13ms 353.36ms
    265s    2932  117281      0 597.16ms 570.43ms 495.98ms 436.47ms 408.16ms 338.17ms 344.54ms
    266s    2395   95819      0 1.05s    986.71ms 898.11ms 770.18ms 696.25ms 364.38ms 447.17ms
    268s    1118   44745      0 1.19s    1.19s    1.13s    1.01s    984.09ms 745.54ms 770.99ms
    268s    1233   49332      0 1.13s    1.08s    995.62ms 968.36ms 958.40ms 598.74ms 634.30ms
    269s    2627  105108      0 610.80ms 586.15ms 537.92ms 478.67ms 444.33ms 362.55ms 369.87ms
    270s    2624  104995      0 904.92ms 827.85ms 761.79ms 673.71ms 610.27ms 370.93ms 412.90ms
    272s    1327   53101      0 1.13s    1.13s    1.05s    913.83ms 847.25ms 663.75ms 688.89ms
    273s    1046   41855      0 1.07s    1.07s    1.03s    925.37ms 900.20ms 818.41ms 789.91ms
    273s    1186   47446      0 1.08s    1.05s    957.35ms 883.43ms 861.41ms 762.84ms 734.23ms
    275s    1021   40876      0 1.17s    1.15s    1.08s    934.81ms 908.59ms 796.39ms 777.26ms
    276s    1155   46228      0 1.19s    1.16s    1.10s    1.02s    997.20ms 729.81ms 784.78ms
    277s    1002   40097      0 1.13s    1.10s    1.06s    1.02s    1.00s    720.37ms 783.81ms
    277s    1003   40139      0 1.17s    1.15s    1.11s    1.06s    1.01s    701.50ms 784.70ms
    278s    1653   66149      0 934.28ms 931.14ms 902.82ms 791.67ms 724.57ms 530.32ms 533.92ms
    279s    2218   88758      0 923.80ms 861.93ms 755.50ms 657.98ms 605.55ms 465.83ms 468.08ms
    281s    1291   51678      0 1.18s    1.17s    1.07s    934.81ms 905.45ms 672.66ms 694.47ms
    281s    1585   63416      0 976.75ms 953.16ms 895.48ms 802.68ms 730.86ms 415.76ms 473.10ms
    282s    2830  113206      0 712.51ms 587.73ms 508.30ms 453.77ms 431.49ms 335.54ms 348.86ms
    283s    2934  117389      0 552.08ms 548.93ms 494.40ms 441.97ms 411.57ms 331.87ms 342.02ms
    284s    3003  120146      0 594.54ms 568.33ms 491.78ms 438.30ms 408.16ms 327.42ms 338.82ms
    285s    2912  116506      0 638.58ms 589.82ms 531.10ms 457.18ms 432.54ms 339.74ms 352.27ms
    286s    2856  114247      0 535.56ms 528.74ms 492.83ms 440.93ms 411.30ms 332.14ms 341.04ms
    287s    2967  118719      0 553.65ms 526.12ms 497.55ms 443.55ms 413.93ms 327.94ms 340.68ms
    288s    2850  114010      0 607.13ms 595.07ms 542.64ms 467.66ms 444.07ms 338.43ms 355.92ms
    289s    2805  112204      0 576.72ms 573.05ms 513.02ms 446.17ms 419.17ms 342.62ms 348.67ms
    290s    2525  101026      0 952.11ms 925.37ms 771.23ms 665.85ms 595.07ms 374.08ms 416.12ms
    292s    1207   48312      0 1.26s    1.25s    1.12s    1.01s    969.93ms 739.77ms 764.90ms
    293s    1035   41432      0 1.26s    1.26s    1.21s    1.02s    989.86ms 782.76ms 783.28ms
    294s     999   39969      0 1.10s    1.10s    1.05s    1.00s    984.09ms 816.32ms 826.81ms
    294s    1187   47511      0 1.21s    1.18s    1.07s    1.02s    972.55ms 775.42ms 789.17ms
    295s     974   38996      0 1.33s    1.33s    1.11s    1.04s    1.02s    871.89ms 835.09ms
    296s    1189   47593      0 1.11s    1.11s    1.02s    919.60ms 895.48ms 716.18ms 725.05ms
    297s    1684   67391      0 935.85ms 922.75ms 785.91ms 698.88ms 612.37ms 405.54ms 434.82ms
    298s    2285   91409      0 748.16ms 689.96ms 619.71ms 553.12ms 529.01ms 409.21ms 418.09ms
    299s    2895  115831      0 585.63ms 571.47ms 510.66ms 457.44ms 424.94ms 343.93ms 352.67ms
    300s    2828  113153      0 578.29ms 563.61ms 513.54ms 445.38ms 418.38ms 342.10ms 350.92ms
    301s    2798  111938      0 653.26ms 580.39ms 530.06ms 467.93ms 438.57ms 342.88ms 355.13ms
    302s    2835  113434      0 603.46ms 581.96ms 529.27ms 464.78ms 433.85ms 344.72ms 355.37ms
    303s    2528  101145      0 1.02s    979.37ms 869.27ms 739.25ms 632.29ms 359.40ms 423.11ms

interrupted
